,CB_company_uuid,legal_name,domain,city,status,category_groups_list,num_funding_rounds,total_funding_usd,total_funding,founded_on,last_funding_on,employee_count,raised_amount_usd,acquiree_name,acquirer_name,acquired_on,went_public_on,valuation_price_usd,valuation_price,money_raised_usd,money_raised,CB_people_uuid,person_name,started_on,ended_on,is_current,title,job_type,first_name,last_name,gender,facebook_url,linkedin_url,twitter_url,facebook_url_exists,linkedin_url_exists,twitter_url_exists
59348,46dc3186-a529-0add-f9af-6a9c0c77e699,"MoneyMatch, Inc.",moneymatch.app,Long Beach,closed,"Apps,Gaming,Internet Services,Mobile,Other,Software,Sports",2.0,400000.0,400000.0,2016-04-01,2016-09-01,1-10,400000.0,,,,,,,,,57d367a9-9fb0-b23d-c309-5f51f996bb45,Cyril Bassan,2016-08-01,,True,Co-founder COO,employee,Cyril,Bassan,male,,https://www.linkedin.com/in/cyril-bassan,,0,1,0
59349,46dc3186-a529-0add-f9af-6a9c0c77e699,"MoneyMatch, Inc.",moneymatch.app,Long Beach,closed,"Apps,Gaming,Internet Services,Mobile,Other,Software,Sports",2.0,400000.0,400000.0,2016-04-01,2016-09-01,1-10,400000.0,,,,,,,,,e96510d0-1f12-406d-810d-131eeb1c0825,Alex San,2016-04-01,,True,Co-Founder CEO,executive,Alex,San,male,,,,0,0,0
59396,db6ccd4a-bd23-8f5d-2d72-e5f2940ffaba,Good Buy Gear Inc.,goodbuygear.com,Arvada,operating,"Commerce and Shopping,Community and Lifestyle,Consumer Goods,Other",4.0,8750000.0,8750000.0,2016-09-01,2020-10-06,51-100,8750000.0,,,,,,,,,91a547b0-93c6-40ee-affc-425dc3346766,Kristin Langenfeld,2016-09-01,,True,Co-Founder and CEO,executive,Kristin,Langenfeld,female,,https://www.linkedin.com/in/kmcclement/,https://twitter.com/kmcclement,0,1,1
59397,db6ccd4a-bd23-8f5d-2d72-e5f2940ffaba,Good Buy Gear Inc.,goodbuygear.com,Arvada,operating,"Commerce and Shopping,Community and Lifestyle,Consumer Goods,Other",4.0,8750000.0,8750000.0,2016-09-01,2020-10-06,51-100,8750000.0,,,,,,,,,d48dc93f-9ee3-4dc7-b1ce-bf634ecda0eb,Jessica Crothers,2016-09-01,,True,Co-Founder and COO,executive,Jessica,Crothers,female,,https://www.linkedin.com/in/jessica-crothers-a231b583/,https://twitter.com/jessiecro1,0,1,1
59420,9b13cbef-6cf6-6bcc-fcc7-9a5fa97a219f,Burford Capital Limited,burfordcapital.com,New York,ipo,Financial Services,1.0,4805132.0,4805132.0,2009-01-01,2022-03-21,101-250,4805132.0,,,,2011-01-07,,,,,05915d84-08f6-f1db-ae7d-a082aadbe080,Christopher Bogart,2009-10-01,,True,Founder&CEO,executive,Christopher,Bogart,male,,https://www.linkedin.com/in/christopher-bogart-b3114411/,,0,1,0
59421,9b13cbef-6cf6-6bcc-fcc7-9a5fa97a219f,Burford Capital Limited,burfordcapital.com,New York,ipo,Financial Services,1.0,4805132.0,4805132.0,2009-01-01,2022-03-21,101-250,4805132.0,,,,2011-01-07,,,,,bf423780-079c-3fd4-c794-a230a4ff1185,Jonathan Molot,,,True,Founder,executive,Jonathan,Molot,male,,https://www.linkedin.com/in/jonathan-molot-a578384b/,,0,1,0
59498,a1b73948-b9ba-5feb-c726-9acb3a5449be,"Liftoff Mobile, Inc.",liftoff.io,Palo Alto,acquired,"Advertising,Data and Analytics,Mobile,Sales and Marketing",2.0,6800000.0,6800000.0,2012-08-01,2015-02-04,101-250,6800000.0,Liftoff,Blackstone Group,2020-12-22,,,,,,81f53682-ec11-721c-7963-39d1263f5f23,Phil Crosby,2012-08-01,,True,Co-founder & CPO,executive,Phil,Crosby,male,,http://www.linkedin.com/in/philcrosby,,0,1,0
59499,a1b73948-b9ba-5feb-c726-9acb3a5449be,"Liftoff Mobile, Inc.",liftoff.io,Palo Alto,acquired,"Advertising,Data and Analytics,Mobile,Sales and Marketing",2.0,6800000.0,6800000.0,2012-08-01,2015-02-04,101-250,6800000.0,Liftoff,Blackstone Group,2020-12-22,,,,,,cd11a365-b3b3-3374-528f-83fc34b10667,Harry Robertson,2012-08-01,,True,Co-founder & CTO,executive,Harry,Robertson,male,,http://www.linkedin.com/in/harryrobertson,,0,1,0
59500,a1b73948-b9ba-5feb-c726-9acb3a5449be,"Liftoff Mobile, Inc.",liftoff.io,Palo Alto,acquired,"Advertising,Data and Analytics,Mobile,Sales and Marketing",2.0,6800000.0,6800000.0,2012-08-01,2015-02-04,101-250,6800000.0,Liftoff,Blackstone Group,2020-12-22,,,,,,05e5a190-cb87-14e6-0220-77f445642a47,Mark Ellis,2012-08-01,,True,Co-founder & CEO,executive,Mark,Ellis,male,,http://www.linkedin.com/in/markedwardellis,,0,1,0
59555,cbc17f5d-f69f-b4f1-0640-e710231c0edb,"Trefoil Therapeutics, Inc.",trefoiltherapeutics.com,San Diego,operating,"Biotechnology,Health Care,Science and Engineering",7.0,85775048.0,85775048.0,2014-01-01,2022-03-22,1-10,85775048.0,,,,,,,,,b1da92a6-c02d-457a-ac21-47fe2dd2a79f,Michael Blaber,2015-03-01,,True,Co Founder,executive,Michael,Blaber,male,,https://www.linkedin.com/in/mikeblaber,,0,1,0
59556,cbc17f5d-f69f-b4f1-0640-e710231c0edb,"Trefoil Therapeutics, Inc.",trefoiltherapeutics.com,San Diego,operating,"Biotechnology,Health Care,Science and Engineering",7.0,85775048.0,85775048.0,2014-01-01,2022-03-22,1-10,85775048.0,,,,,,,,,14be8420-2daa-46fc-bcf0-65166a391786,Kenneth Thomas,2014-01-01,,True,Co-founder,executive,Kenneth,Thomas,male,,https://www.linkedin.com/in/kenneth-thomas-41476619,,0,1,0
59557,cbc17f5d-f69f-b4f1-0640-e710231c0edb,"Trefoil Therapeutics, Inc.",trefoiltherapeutics.com,San Diego,operating,"Biotechnology,Health Care,Science and Engineering",7.0,85775048.0,85775048.0,2014-01-01,2022-03-22,1-10,85775048.0,,,,,,,,,a20ccfb8-3794-4cfe-8080-f2b2bb1f252e,David Eveleth,2013-01-01,,True,"President, CEO & Founder",executive,David,Eveleth,male,,https://www.linkedin.com/in/david-eveleth-6407ba1,,0,1,0
59584,e9a85db4-6738-c081-a639-6996590fb36e,"PathAI, inc.",pathai.com,Boston,operating,"Biotechnology,Health Care,Science and Engineering",6.0,255200000.0,255200000.0,2016-01-01,2021-05-18,101-250,255200000.0,,,,,,,,,beefb91e-14bd-71c8-182a-136539fe5f9f,Aditya Khosla,2016-09-01,,True,Co-founder & CTO,executive,Aditya,Khosla,male,,https://www.linkedin.com/in/aditya-khosla-82086133,,0,1,0
59585,e9a85db4-6738-c081-a639-6996590fb36e,"PathAI, inc.",pathai.com,Boston,operating,"Biotechnology,Health Care,Science and Engineering",6.0,255200000.0,255200000.0,2016-01-01,2021-05-18,101-250,255200000.0,,,,,,,,,19770f4c-301f-8e63-da17-e1e57f081f97,Andrew Beck,2016-01-01,,True,Co-founder & CEO,executive,Andrew,Beck,male,,https://www.linkedin.com/in/andrew-beck-a77328aa,,0,1,0
59605,3f10bca5-bc9a-c71e-ae24-28deed24d73f,"Papa, Inc.",joinpapa.com,Miami,operating,"Community and Lifestyle,Health Care",6.0,241205000.0,241205000.0,2017-01-01,2021-11-04,501-1000,241205000.0,,,,,,,,,e785981c-a5f2-3529-4730-6907020a910f,Andrew Parker,,,True,Co-Founder & CEO,executive,Andrew,Parker,male,,https://www.linkedin.com/in/andrew-parker-30904417/,,0,1,0
59606,3f10bca5-bc9a-c71e-ae24-28deed24d73f,"Papa, Inc.",joinpapa.com,Miami,operating,"Community and Lifestyle,Health Care",6.0,241205000.0,241205000.0,2017-01-01,2021-11-04,501-1000,241205000.0,,,,,,,,,67d43a55-061b-427a-ae4a-4b1712ce30ce,Jake Rothstein,,,True,Founder & Investor,executive,Jake,Rothstein,male,,https://www.linkedin.com/in/jakerothstein/,,0,1,0
59607,443022af-fcff-421d-a3f6-ed4050324101,"UPSIDEHOM, INC.",upsidehom.com,Fort Lauderdale,operating,"Health Care,Information Technology,Real Estate",3.0,7790000.0,7790000.0,2020-01-01,2022-04-20,11-50,7790000.0,,,,,,,,,67d43a55-061b-427a-ae4a-4b1712ce30ce,Jake Rothstein,2020-01-01,,True,Founder and CEO,executive,Jake,Rothstein,male,,https://www.linkedin.com/in/jakerothstein/,,0,1,0
59629,2a4daadc-de4b-ce6a-d7f0-767d62e196e3,RoBotany Ltd.,fifthseasonfresh.com,Pittsburgh,operating,"Agriculture and Farming,Artificial Intelligence,Data and Analytics,Food and Beverage,Hardware,Science and Engineering,Software",5.0,35000000.0,35000000.0,2016-01-01,2020-05-05,51-100,35000000.0,,,,,,,,,2e5f231a-3bbf-4bdd-8328-d138109bde02,Austin Webb,2016-06-01,,True,CEO & Co-founder,executive,Austin,Webb,male,,https://www.linkedin.com/in/eaustinwebb,,0,1,0
59630,2a4daadc-de4b-ce6a-d7f0-767d62e196e3,RoBotany Ltd.,fifthseasonfresh.com,Pittsburgh,operating,"Agriculture and Farming,Artificial Intelligence,Data and Analytics,Food and Beverage,Hardware,Science and Engineering,Software",5.0,35000000.0,35000000.0,2016-01-01,2020-05-05,51-100,35000000.0,,,,,,,,,d71d1bde-5ff9-8886-af55-07b8baa923e4,Austin Lawrence,2016-03-01,,True,Co-founder & CTO,executive,Austin,Lawrence,male,https://www.facebook.com/austin.lawrence.775,https://www.linkedin.com/in/austinblawrence,https://twitter.com/austinblawrence,1,1,1
59631,f3e158a5-2666-d0cb-d504-8adae5c39ea7,"Dialpad, Inc.",talkiq.com,San Francisco,acquired,"Data and Analytics,Information Technology,Mobile",6.0,21000000.0,21000000.0,2014-01-01,2017-09-19,101-250,21000000.0,TalkIQ,Dialpad,2018-05-16,,,,,,822232e8-e021-4ee8-9f15-cf0932142648,Jim Palmer,2014-08-01,2018-05-01,False,CTO and Co-Founder,executive,Jim,Palmer,male,,https://www.linkedin.com/in/jimbob,,0,1,0
59632,f3e158a5-2666-d0cb-d504-8adae5c39ea7,"Dialpad, Inc.",talkiq.com,San Francisco,acquired,"Data and Analytics,Information Technology,Mobile",6.0,21000000.0,21000000.0,2014-01-01,2017-09-19,101-250,21000000.0,TalkIQ,Dialpad,2018-05-16,,,,,,18c77019-a089-4e15-bd2f-507d843288f5,Etienne Manderscheid,2014-12-01,2018-01-01,False,Head of Data Science and Co-Founder,executive,Etienne,Manderscheid,male,https://www.facebook.com/etienne.manderscheid,https://www.linkedin.com/in/etiennemanderscheid/,https://twitter.com/etienne_air,1,1,1
59711,9f7fd4e8-2a2b-445d-1d4d-658ec7abe6fa,Alkanza Inc.,alkanza.us,Redwood City,closed,"Financial Services,Lending and Investments,Professional Services,Software",3.0,7724000.0,7724000.0,2014-08-01,2017-01-09,51-100,7724000.0,,,,,,,,,be4c3bb1-5328-f0d0-78de-85d0eb5c244f,Andres Villaquiran,2014-10-01,,False,Founder & CEO,executive,Andres,Villaquiran,male,,https://www.linkedin.com/in/andresvillaquiran,,0,1,0
59712,9f7fd4e8-2a2b-445d-1d4d-658ec7abe6fa,Alkanza Inc.,alkanza.us,Redwood City,closed,"Financial Services,Lending and Investments,Professional Services,Software",3.0,7724000.0,7724000.0,2014-08-01,2017-01-09,51-100,7724000.0,,,,,,,,,42251212-9204-31b9-f939-c07d474b28e2,Juan Becerra,2015-01-01,2019-01-01,False,Co-Founder and Head of Engineering,executive,Juan,Becerra,male,,https://www.linkedin.com/in/juanbecerra-alkanza/,,0,1,0
59747,2f4426d0-93df-5578-9734-84eeef106965,Gaming Frog Corp,gamingfrog.com,Miami,operating,"Community and Lifestyle,Gaming,Internet Services,Media and Entertainment,Sports,Video",1.0,150000.0,150000.0,2018-09-15,2018-11-01,1-10,150000.0,,,,,,,,,a2cf3da6-2105-2273-a178-4ea604dfaa35,Julian Duque,2018-09-01,,True,Co-Founder & CTO,executive,Julian,Duque,male,https://www.facebook.com/jsduquegt,https://www.linkedin.com/in/juan-s-duque,https://twitter.com/imth3walrus,1,1,1
59748,2f4426d0-93df-5578-9734-84eeef106965,Gaming Frog Corp,gamingfrog.com,Miami,operating,"Community and Lifestyle,Gaming,Internet Services,Media and Entertainment,Sports,Video",1.0,150000.0,150000.0,2018-09-15,2018-11-01,1-10,150000.0,,,,,,,,,598b4207-c4b3-d07e-75c9-fa824856a0e8,Lucas Romero,2017-01-01,,True,Co-Founder and CEO,executive,Lucas,Romero,male,,https://www.linkedin.com/in/lucas-romero-087189b1,,0,1,0
59761,ce34994c-5dbd-f192-00c9-651c0a251baa,BitClave Pte. Ltd.,bitclave.com,Mountain View,operating,"Financial Services,Information Technology,Internet Services,Other,Payments,Software",1.0,25500000.0,25500000.0,2016-01-01,2017-11-30,11-50,25500000.0,,,,,,,,,f2acef49-bd66-479d-b77d-8c9fa4fd03c8,Alex Bessonov,2016-12-01,,True,CEO & Founder,executive,Alex,Bessonov,male,,https://www.linkedin.com/in/abessonov,https://twitter.com/albessonov,0,1,1
59762,ce34994c-5dbd-f192-00c9-651c0a251baa,BitClave Pte. Ltd.,bitclave.com,Mountain View,operating,"Financial Services,Information Technology,Internet Services,Other,Payments,Software",1.0,25500000.0,25500000.0,2016-01-01,2017-11-30,11-50,25500000.0,,,,,,,,,264a0854-666e-bf4f-7d99-da49eabf6afb,Emmanuel Owusu,2017-01-01,2018-09-01,False,Chief Architect & Co-Founder,executive,Emmanuel,Owusu,male,,https://www.linkedin.com/in/emmanuel-owusu/,,0,1,0
59765,6b7356d1-0116-aec9-7dea-296e09a2f8b2,"Element Analytics, Inc.",elementanalytics.com,Oakland,operating,"Artificial Intelligence,Data and Analytics,Internet Services,Software",4.0,40000000.0,40000000.0,2015-01-01,2020-06-25,11-50,40000000.0,,,,,,,,,3e061d51-4648-b289-a589-d4401b9a6ff3,David Mount,2014-10-01,,True,"Co-Founder, Element Analytics; Partner, Kleiner Perkins' Green Growth Fund",board_member,David,Mount,male,http://www.facebook.com/dbmount,http://www.linkedin.com/in/dbmount,http://twitter.com/dbmount,1,1,1
59766,6b7356d1-0116-aec9-7dea-296e09a2f8b2,"Element Analytics, Inc.",elementanalytics.com,Oakland,operating,"Artificial Intelligence,Data and Analytics,Internet Services,Software",4.0,40000000.0,40000000.0,2015-01-01,2020-06-25,11-50,40000000.0,,,,,,,,,50074aaf-f18d-336c-205b-887380e3f4ba,Sameer Kalwani,2020-04-01,,True,Founder & Advisor,executive,Sameer,Kalwani,male,,https://www.linkedin.com/in/samkal/,,0,1,0
59784,e0ac5113-4563-e2fa-78e3-65a0e94ad1aa,"Mindesk, Inc.",mindeskvr.com,San Francisco,acquired,"Design,Hardware,Other,Software",3.0,1752662.0,1752662.0,2016-03-30,2019-03-12,1-10,1752662.0,Mindesk,Vection Technologies,2020-03-02,,,,,,458da1d0-52bc-4afd-6147-7ad5d7ffb7fe,Gabriele Sorrento,2015-02-01,,True,CEO & Co-Founder,executive,Gabriele,Sorrento,male,https://www.facebook.com/gabriele.sorrento,https://www.linkedin.com/in/gsorrento/,,1,1,0
59785,e0ac5113-4563-e2fa-78e3-65a0e94ad1aa,"Mindesk, Inc.",mindeskvr.com,San Francisco,acquired,"Design,Hardware,Other,Software",3.0,1752662.0,1752662.0,2016-03-30,2019-03-12,1-10,1752662.0,Mindesk,Vection Technologies,2020-03-02,,,,,,78cd4389-d60e-cda7-dcc0-0b4561080da8,Vittorio Bava,2015-02-01,,True,Co-Founder,executive,Vittorio,Bava,male,,https://www.linkedin.com/in/vittoriobava,,0,1,0
59786,e0ac5113-4563-e2fa-78e3-65a0e94ad1aa,"Mindesk, Inc.",mindeskvr.com,San Francisco,acquired,"Design,Hardware,Other,Software",3.0,1752662.0,1752662.0,2016-03-30,2019-03-12,1-10,1752662.0,Mindesk,Vection Technologies,2020-03-02,,,,,,eaff40f3-769b-f7c6-bc65-ab373cea3d45,Francesco Russo,2015-01-01,,False,Former Co-founder,executive,Francesco,Russo,male,https://www.facebook.com/francescosaverio.russo.37,https://www.linkedin.com/in/francesco-saverio-russo-865b8296/,,1,1,0
59796,06c63a3d-a019-8659-9ed3-9cd661e2a005,"Synchron, Inc.",synchron.com,New York,operating,"Health Care,Manufacturing,Sales and Marketing",3.0,50000000.0,50000000.0,2016-04-01,2022-02-04,11-50,50000000.0,,,,,,,,,c4808d2b-80af-b39d-3336-2300be30b69c,Thomas Oxley,2016-04-01,,True,CEO & Founder,executive,Thomas,Oxley,male,,https://www.linkedin.com/in/tomoxl/,,0,1,0
59797,06c63a3d-a019-8659-9ed3-9cd661e2a005,"Synchron, Inc.",synchron.com,New York,operating,"Health Care,Manufacturing,Sales and Marketing",3.0,50000000.0,50000000.0,2016-04-01,2022-02-04,11-50,50000000.0,,,,,,,,,92fdcbae-cf06-3b4c-f1ab-2bc88908461d,Nicholas Opie,2016-04-01,,True,CTO & Founder,executive,Nicholas,Opie,male,,https://www.linkedin.com/in/nicholas-opie-4603289a/,,0,1,0
59801,c6e95d6d-6c1c-4638-edf7-72473d721b11,"Circular Board, Inc.",helloalice.com,Houston,operating,"Information Technology,Sales and Marketing",8.0,22474997.0,22474997.0,2017-05-09,2021-10-21,11-50,22474997.0,,,,,,,,,abbf9606-f604-c756-bf78-7f4c632ac4ed,Carolyn Rodz,2013-01-01,,True,Founder,executive,Carolyn,Rodz,female,https://www.facebook.com/carolynrodz,https://www.linkedin.com/in/carolynrodz,https://twitter.com/carolynrodz,1,1,1
59802,c6e95d6d-6c1c-4638-edf7-72473d721b11,"Circular Board, Inc.",helloalice.com,Houston,operating,"Information Technology,Sales and Marketing",8.0,22474997.0,22474997.0,2017-05-09,2021-10-21,11-50,22474997.0,,,,,,,,,217d3fdd-76fa-945e-9c43-9966f150ff6a,Elizabeth Gore,2017-12-01,,True,Co-founder & President,executive,Elizabeth,Gore,female,https://www.facebook.com/ElizabethMGore,https://www.linkedin.com/in/elizabethmgore,https://twitter.com/ElizabethGore,1,1,1
59854,441067d1-b2a8-5156-f178-aaa06da04354,6d bytes inc.,6dbytes.com,Sunnyvale,operating,"Artificial Intelligence,Data and Analytics,Food and Beverage,Hardware,Science and Engineering,Software",3.0,3700000.0,3700000.0,2015-01-01,2019-05-20,11-50,3700000.0,,,,,,,,,06c47ac2-9239-cf1d-fc62-4252ae88a772,Vipin Jain,,,True,Co-founder and Chief Executive Officer,executive,Vipin,Jain,male,,https://www.linkedin.com/in/vipinjain/,,0,1,0
59855,08fbe252-9ea2-4dee-907c-8051c215a78a,6d Bytes,blendid.com,Sunnyvale,operating,"Artificial Intelligence,Data and Analytics,Food and Beverage,Hardware,Science and Engineering,Software",6.0,20284208.0,20284208.0,2015-01-01,2021-09-09,11-50,20284208.0,,,,,,,,,06c47ac2-9239-cf1d-fc62-4252ae88a772,Vipin Jain,2015-10-01,,True,CEO & Co-Founder,executive,Vipin,Jain,male,,https://www.linkedin.com/in/vipinjain/,,0,1,0
59856,441067d1-b2a8-5156-f178-aaa06da04354,6d bytes inc.,6dbytes.com,Sunnyvale,operating,"Artificial Intelligence,Data and Analytics,Food and Beverage,Hardware,Science and Engineering,Software",3.0,3700000.0,3700000.0,2015-01-01,2019-05-20,11-50,3700000.0,,,,,,,,,7675e23b-4fae-4722-8fe5-7b0ae9a48df2,Venki Ayalur,,,True,Co-founder & CTO,executive,Venki,Ayalur,male,,https://www.linkedin.com/in/venki-ayalur-4b50a31/,,0,1,0
59857,08fbe252-9ea2-4dee-907c-8051c215a78a,6d Bytes,blendid.com,Sunnyvale,operating,"Artificial Intelligence,Data and Analytics,Food and Beverage,Hardware,Science and Engineering,Software",6.0,20284208.0,20284208.0,2015-01-01,2021-09-09,11-50,20284208.0,,,,,,,,,7675e23b-4fae-4722-8fe5-7b0ae9a48df2,Venki Ayalur,2016-01-01,,True,"Founder, President & CTO",executive,Venki,Ayalur,male,,https://www.linkedin.com/in/venki-ayalur-4b50a31/,,0,1,0
59858,441067d1-b2a8-5156-f178-aaa06da04354,6d bytes inc.,6dbytes.com,Sunnyvale,operating,"Artificial Intelligence,Data and Analytics,Food and Beverage,Hardware,Science and Engineering,Software",3.0,3700000.0,3700000.0,2015-01-01,2019-05-20,11-50,3700000.0,,,,,,,,,61525101-5efe-495a-9257-90d63efa8399,Vijay Dodd,,,True,Co-founder & VP of Engineering,employee,Vijay,Dodd,male,,https://www.linkedin.com/in/vijay-dodd-726151/,,0,1,0
59859,08fbe252-9ea2-4dee-907c-8051c215a78a,6d Bytes,blendid.com,Sunnyvale,operating,"Artificial Intelligence,Data and Analytics,Food and Beverage,Hardware,Science and Engineering,Software",6.0,20284208.0,20284208.0,2015-01-01,2021-09-09,11-50,20284208.0,,,,,,,,,61525101-5efe-495a-9257-90d63efa8399,Vijay Dodd,2016-07-01,,True,Co-founder & VP Engineering,executive,Vijay,Dodd,male,,https://www.linkedin.com/in/vijay-dodd-726151/,,0,1,0
59890,fa8cc6d3-0ca7-3bd3-73c9-8a392f8c7ef2,"Stem Pharm, Inc",stempharm.com,Madison,operating,"Biotechnology,Health Care,Science and Engineering",5.0,673333.0,673333.0,2015-01-01,2022-01-10,1-10,673333.0,,,,,,,,,55a57740-0f1f-652d-264a-408d685dd59b,Connie Lebakken,2015-01-01,,True,Founder & COO,executive,Connie,Lebakken,male,,https://www.linkedin.com/in/connie-lebakken-aab75184,,0,1,0
59900,044c8eba-1a23-de57-343a-1d26c68be329,"Frozen Harvest Intelligence, Inc.",raisedreal.com,San Francisco,acquired,"Community and Lifestyle,Consumer Goods,Food and Beverage,Transportation",3.0,7348999.0,7348999.0,2016-01-01,2020-04-06,11-50,7348999.0,Raised Real,Once Upon a Farm,2021-06-22,,,,,,64fa952c-1c45-4ea4-80f5-59a705536fe6,Michelle Davenport,2016-10-01,2018-02-01,False,Co-Founder,executive,Michelle,Davenport,female,,https://www.linkedin.com/in/drmdavenport/,https://twitter.com/michelledavenpt,0,1,1
59901,044c8eba-1a23-de57-343a-1d26c68be329,"Frozen Harvest Intelligence, Inc.",raisedreal.com,San Francisco,acquired,"Community and Lifestyle,Consumer Goods,Food and Beverage,Transportation",3.0,7348999.0,7348999.0,2016-01-01,2020-04-06,11-50,7348999.0,Raised Real,Once Upon a Farm,2021-06-22,,,,,,3615be6c-bb84-1bc2-2eb8-e93bc597b692,Steven Kontz,2016-12-01,,True,Co-Founder,executive,Steven,Kontz,male,,http://www.linkedin.com/in/stevenkontz,,0,1,0
59951,1fab0c7c-5876-f86f-00f7-0d226ccfff33,"zGlue, Inc.",zglue.com,Mountain View,closed,"Consumer Electronics,Hardware,Information Technology,Internet Services",2.0,9100000.0,9100000.0,2014-01-01,2019-01-30,11-50,9100000.0,,,,,,,,,a56484c7-c42e-c3a0-8780-a9bcbed90b42,Ming Zhang,2014-01-01,2020-01-01,False,Co-founder & CEO,executive,Ming,Zhang,male,https://www.facebook.com/mingzglue,https://www.linkedin.com/in/mingyzhang,https://twitter.com/mingzglue,1,1,1
59952,1fab0c7c-5876-f86f-00f7-0d226ccfff33,"zGlue, Inc.",zglue.com,Mountain View,closed,"Consumer Electronics,Hardware,Information Technology,Internet Services",2.0,9100000.0,9100000.0,2014-01-01,2019-01-30,11-50,9100000.0,,,,,,,,,92a372de-f9e5-4b6e-4429-28c18481d30f,Jawad Nasrullah,2014-06-01,,True,Co-founder President and CTO,executive,Jawad,Nasrullah,male,,https://www.linkedin.com/in/jawadn,https://twitter.com/jawad?lang=en,0,1,1
59953,1fab0c7c-5876-f86f-00f7-0d226ccfff33,"zGlue, Inc.",zglue.com,Mountain View,closed,"Consumer Electronics,Hardware,Information Technology,Internet Services",2.0,9100000.0,9100000.0,2014-01-01,2019-01-30,11-50,9100000.0,,,,,,,,,0d2f5ce9-6ec3-71e7-a947-543b879714cd,Myron Shak,2015-04-01,2019-02-01,False,Co-Founder and Chief Architect,executive,Myron,Shak,male,,https://www.linkedin.com/in/myronshak,,0,1,0
59965,3aafffc6-af3d-8841-568e-1ad3442b2411,"BillionToOne, Inc.",billiontoone.com,Menlo Park,operating,"Biotechnology,Health Care,Science and Engineering",9.0,212400000.0,212400000.0,2016-01-01,2022-03-30,101-250,212400000.0,,,,,,,,,4338f418-0650-66b9-5310-02dab2242203,Oguzhan Atay,2016-01-01,,True,Co-Founder,executive,Oguzhan,Atay,male,,https://www.linkedin.com/in/oatay/,https://twitter.com/oatay,0,1,1
59966,3aafffc6-af3d-8841-568e-1ad3442b2411,"BillionToOne, Inc.",billiontoone.com,Menlo Park,operating,"Biotechnology,Health Care,Science and Engineering",9.0,212400000.0,212400000.0,2016-01-01,2022-03-30,101-250,212400000.0,,,,,,,,,82b23f53-8f9f-0979-9c9c-676783b883ee,Sukrit Silas,2017-07-01,2018-09-01,False,Co-founder & CSO,executive,Sukrit,Silas,male,,https://www.linkedin.com/in/sukritsilas/,,0,1,0
